# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "24" "-F" "GFF" "-t" "gene" "-g" "ID" "-s" "2" "-a" "/mnt/data/transcriptomica/iperez/proyectofinal/data/genomes/E_coli_and_T4_fixed.gff" "-o" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/featureCounts/gene_counts.txt" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013136.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013137.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013138.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013139.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013140.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013141.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013142.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013143.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013144.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013145.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013146.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013147.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013148.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013149.bam" "/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013150.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013136.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013137.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013138.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013139.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013140.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013141.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013142.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013143.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013144.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013145.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013146.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013147.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013148.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013149.bam	/mnt/data/transcriptomica/iperez/proyectofinal/exp/alignment_phage_bacteria_results//SRR21013150.bam
gene-b4706	ENA|U00096|U00096.3	2668006	2668071	-	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2538	ENA|U00096|U00096.3	2669032	2670393	+	1362	2	5	1	5	6	4	16	6	382	17	47	72	23	40	62
gene-b2539	ENA|U00096|U00096.3	2670390	2670908	+	519	0	2	0	2	2	3	2	3	87	9	8	12	6	9	12
gene-b2540	ENA|U00096|U00096.3	2670908	2671228	+	321	1	2	0	2	0	2	6	4	124	14	23	21	12	22	30
gene-b2541	ENA|U00096|U00096.3	2671225	2672037	+	813	2	4	4	8	16	11	15	22	356	67	104	117	58	103	105
gene-b2542	ENA|U00096|U00096.3	2672047	2673249	+	1203	3	17	6	16	34	12	32	42	571	113	197	281	74	222	205
gene-b2543	ENA|U00096|U00096.3	2673346	2673768	+	423	2	20	17	14	31	5	32	42	180	109	196	260	88	220	166
gene-b2544	ENA|U00096|U00096.3	2673816	2674688	-	873	3	9	6	12	21	9	33	35	451	94	155	187	75	153	168
gene-b2545	ENA|U00096|U00096.3	2674700	2675761	-	1062	1	15	7	18	21	14	33	29	608	83	116	172	52	128	132
gene-b2546	ENA|U00096|U00096.3	2675827	2676825	-	999	1	9	2	11	15	5	5	18	676	42	57	93	29	81	73
gene-b2547	ENA|U00096|U00096.3	2676850	2678361	-	1512	0	9	2	10	8	4	15	17	1013	23	30	46	15	45	42
gene-b2548	ENA|U00096|U00096.3	2678384	2679367	-	984	1	3	2	1	5	2	2	5	320	7	6	13	3	18	13
gene-b2549	ENA|U00096|U00096.3	2679464	2682745	-	3282	2	11	8	21	47	11	37	54	1365	149	202	283	77	305	264
gene-b2550	ENA|U00096|U00096.3	2682863	2684056	+	1194	15	57	49	84	174	68	190	218	801	572	979	1444	413	939	913
gene-b2551	ENA|U00096|U00096.3	2684254	2685507	-	1254	2121	5934	3710	8246	12237	3966	18896	17395	8705	49826	50892	74910	48658	80913	88772
gene-b2552	ENA|U00096|U00096.3	2685835	2687025	+	1191	23	40	41	80	126	64	187	148	761	488	521	967	352	941	962
gene-b2553	ENA|U00096|U00096.3	2687070	2687408	-	339	73	285	166	323	569	221	922	891	640	2779	4033	4960	1867	4363	3367
gene-b2554	ENA|U00096|U00096.3	2687469	2688803	-	1335	78	218	122	238	366	149	598	652	966	1531	1843	2332	1052	2429	1605
gene-b2555	ENA|U00096|U00096.3	2688793	2689506	-	714	49	139	81	148	310	93	349	391	382	1479	2266	2683	748	1878	1560
gene-b2556	ENA|U00096|U00096.3	2689671	2691098	-	1428	48	165	108	158	377	127	523	517	756	1382	1958	2979	839	2150	1834
gene-b4441	ENA|U00096|U00096.3	2691157	2691340	-	184	259	1329	1366	839	1542	570	1386	1893	419	964	492	1296	476	982	803
gene-b2557	ENA|U00096|U00096.3	2691656	2695543	-	3888	869	1980	1233	4302	7438	2435	13446	11241	6115	13250	10528	12462	10876	14745	23165
gene-b2558	ENA|U00096|U00096.3	2695801	2697357	+	1557	29	102	66	105	242	91	377	451	709	978	1221	1466	469	1261	801
gene-b2559	ENA|U00096|U00096.3	2697354	2697857	-	504	62	214	147	191	501	183	744	869	815	1544	2479	3075	903	2087	1655
gene-b2560	ENA|U00096|U00096.3	2697915	2698550	-	636	47	158	79	137	209	91	231	282	601	1357	2148	3013	814	1983	1971
gene-b2561	ENA|U00096|U00096.3	2698759	2699607	+	849	30	74	56	106	169	67	178	169	393	1082	1508	2882	663	1663	1617
gene-b2562	ENA|U00096|U00096.3	2699663	2699923	+	261	8	60	33	56	109	36	191	273	206	631	952	1305	232	492	333
gene-b4687	ENA|U00096|U00096.3	2700117	2700197	-	81	66	123	86	111	204	112	170	128	142	166	255	311	111	363	259
gene-b4608	ENA|U00096|U00096.3	2700520	2700598	+	79	0	0	0	1	2	1	0	3	38	3	4	6	1	3	0
gene-b2563	ENA|U00096|U00096.3	2700618	2700998	-	381	30	82	72	129	221	96	273	316	354	814	1261	1551	550	1323	1048
gene-b2564	ENA|U00096|U00096.3	2700998	2701729	-	732	88	339	239	425	792	272	1074	1078	882	2884	4196	5536	1936	4780	4137
gene-b2565	ENA|U00096|U00096.3	2701741	2702469	-	729	63	198	144	303	639	285	1364	1210	1182	1757	1677	1727	928	1729	1726
gene-b2566	ENA|U00096|U00096.3	2702481	2703386	-	906	239	810	529	1031	2077	788	4175	4019	3090	5542	5815	6126	3699	8330	5259
gene-b2567	ENA|U00096|U00096.3	2703383	2704063	-	681	146	514	307	564	1215	428	2197	2396	1772	5006	7201	8129	2360	6542	4131
gene-b2568	ENA|U00096|U00096.3	2704335	2705309	-	975	242	631	464	1176	2015	956	3986	3824	2775	6392	7664	8209	3849	8343	6975
gene-b2569	ENA|U00096|U00096.3	2705325	2707124	-	1800	462	1520	1166	1995	4104	1719	8734	8591	6686	11265	13000	16497	7254	16939	14239
gene-b2570	ENA|U00096|U00096.3	2707322	2707801	-	480	84	336	222	294	651	256	720	821	962	2561	3978	5622	1615	2893	3486
gene-b2571	ENA|U00096|U00096.3	2707798	2708754	-	957	230	744	500	673	1637	758	1457	1813	1669	7097	11817	18709	4484	9472	10616
gene-b2572	ENA|U00096|U00096.3	2708754	2709404	-	651	196	893	575	847	2172	929	1843	2539	1626	6725	13569	25331	4293	13271	10392
gene-b2573	ENA|U00096|U00096.3	2709437	2710012	-	576	88	385	227	516	1568	511	1515	1883	1346	4631	9460	17874	2627	8615	6339
gene-b4725	ENA|U00096|U00096.3	2710009	2710164	-	156	9	25	18	26	38	12	49	56	130	314	245	625	156	344	398
gene-b2574	ENA|U00096|U00096.3	2710420	2712042	+	1623	17	29	23	33	73	28	91	96	598	250	379	534	192	494	485
gene-b2575	ENA|U00096|U00096.3	2712027	2712764	-	738	29	106	63	107	210	86	303	339	759	911	1159	1633	529	1168	862
gene-b2576	ENA|U00096|U00096.3	2712896	2714230	+	1335	231	900	591	1170	2345	1021	4445	5041	3181	5001	5831	6831	3365	7951	5800
gene-b2577	ENA|U00096|U00096.3	2714439	2715320	-	882	13	61	25	47	134	42	112	174	736	450	916	1123	221	717	453
gene-b2578	ENA|U00096|U00096.3	2715423	2716010	+	588	1	19	5	21	30	10	55	49	243	82	97	177	60	166	154
gene-b2579	ENA|U00096|U00096.3	2716066	2716449	-	384	4147	15729	10244	23984	43743	15349	42472	46943	20779	107318	201489	246405	65556	253405	117496
gene-b2580	ENA|U00096|U00096.3	2716754	2717443	+	690	62	212	153	305	575	176	745	681	680	2230	3582	4814	1599	4112	3129
gene-b2581	ENA|U00096|U00096.3	2717491	2718528	-	1038	333	1262	712	1934	3251	1222	4361	5187	3221	8873	12992	14843	5820	15179	10247
gene-b2582	ENA|U00096|U00096.3	2718735	2719154	+	420	34	105	77	72	156	67	266	271	295	616	807	1092	384	910	896
gene-b2583	ENA|U00096|U00096.3	2719223	2719921	+	699	30	136	74	121	255	106	484	466	386	1085	1425	2045	560	1288	1352
gene-b2584	ENA|U00096|U00096.3	2719953	2722613	+	2661	62	256	147	224	513	171	607	618	990	2246	3805	5495	1703	3765	3739
gene-b4782	ENA|U00096|U00096.3	2722702	2722743	+	42	2	7	4	5	9	5	5	13	19	75	161	227	67	205	123
gene-b2585	ENA|U00096|U00096.3	2722727	2724082	+	1356	225	820	554	871	1832	612	3073	2961	2346	9543	12243	16536	5190	12002	8962
gene-b2586	ENA|U00096|U00096.3	2724128	2724451	+	324	10	29	17	33	63	17	94	91	185	221	279	337	148	354	181
gene-b2587	ENA|U00096|U00096.3	2724448	2725746	-	1299	30	87	64	84	144	54	236	259	555	544	714	1233	410	803	901
gene-b4783	ENA|U00096|U00096.3	2725925	2725987	+	63	0	5	5	7	12	7	18	14	26	24	26	54	17	34	28
gene-b2588	ENA|U00096|U00096.3	2726069	2726188	-	120	0	3	0	0	4	4	0	3	13	0	2	1	1	4	3
gene-b2589	ENA|U00096|U00096.3	2726281	2729184	-	2904	53	450	88	364	295	75	287	185	151	259	319	398	204	305	289
gene-b2590	ENA|U00096|U00096.3	2729369	2729444	-	76	4	16	13	12	18	4	22	31	4	44	28	37	13	60	12
gene-b2591	ENA|U00096|U00096.3	2729616	2731157	-	1542	145	2194	543	1251	1351	194	1153	605	390	295	328	638	517	251	1179
gene-b2592	ENA|U00096|U00096.3	2731600	2734173	-	2574	572	1444	1311	2346	3176	1540	4998	4286	4380	16045	20916	35431	13677	29229	29044
gene-b4609	ENA|U00096|U00096.3	2734153	2734295	-	143	9	27	26	31	84	19	158	124	59	155	110	259	68	136	137
gene-b2593	ENA|U00096|U00096.3	2734303	2735034	-	732	53	178	130	360	643	290	1270	1125	895	1373	1925	2298	928	2031	1627
gene-b2594	ENA|U00096|U00096.3	2735031	2736011	-	981	121	411	272	710	1594	622	2933	2709	1854	3501	4712	5999	2103	5426	4109
gene-b2595	ENA|U00096|U00096.3	2736146	2736883	+	738	355	1234	819	1998	3851	1415	6016	5644	3699	11433	16641	19440	6750	16824	13209
gene-b2597	ENA|U00096|U00096.3	2737154	2737495	+	342	222	1096	606	780	1745	523	755	1438	693	9821	17853	43294	13370	26441	21994
gene-b4805	ENA|U00096|U00096.3	2737381	2737542	+	162	0	0	0	0	3	1	0	1	4	4	14	11	15	19	7
gene-b2598	ENA|U00096|U00096.3	2737599	2737646	+	48	0	2	1	5	6	0	9	3	13	22	24	52	21	34	35
gene-b2599	ENA|U00096|U00096.3	2737745	2738905	+	1161	262	821	604	2332	3193	1559	4562	3493	2572	5242	6539	8834	4007	9333	5894
gene-b2600	ENA|U00096|U00096.3	2738948	2740069	-	1122	165	351	191	326	578	162	700	748	1057	3900	4187	5138	2512	4623	5882
gene-b2601	ENA|U00096|U00096.3	2740080	2741150	-	1071	191	560	332	479	866	244	1073	955	893	5450	6308	7362	5128	8853	9570
gene-b2602	ENA|U00096|U00096.3	2741360	2741725	+	366	1	5	1	2	11	5	2	5	61	22	46	70	24	55	51
gene-b2603	ENA|U00096|U00096.3	2741875	2742393	+	519	17	83	49	181	285	80	434	383	358	1245	1819	2277	488	902	919
gene-b2604	ENA|U00096|U00096.3	2742383	2743609	+	1227	27	91	51	107	179	54	188	187	381	928	1327	1518	385	716	709
gene-b2605	ENA|U00096|U00096.3	2743625	2744107	+	483	16	48	28	81	142	40	163	163	123	438	678	712	234	772	461
gene-b2606	ENA|U00096|U00096.3	2744183	2744530	-	348	1159	2542	2172	7472	13104	5290	18103	14934	8322	16214	16774	32000	15754	31804	56876
gene-b2607	ENA|U00096|U00096.3	2744572	2745339	-	768	1478	3681	3102	10608	19390	7375	26951	23570	15351	29471	28805	55765	28586	58313	92794
gene-b2608	ENA|U00096|U00096.3	2745370	2745918	-	549	1102	3065	2366	9146	19026	7036	23654	20452	12873	22773	23942	41905	19530	41633	58793
gene-b2609	ENA|U00096|U00096.3	2745937	2746185	-	249	829	2465	1898	5205	9984	3866	13650	12785	7427	11695	12322	21366	9887	20367	30958
gene-b2610	ENA|U00096|U00096.3	2746434	2747795	-	1362	338	1126	799	1175	2274	935	3628	3719	3047	7654	10234	13855	5209	13441	10568
gene-b2611	ENA|U00096|U00096.3	2747962	2748753	+	792	113	427	285	419	757	282	836	883	742	4015	6384	8900	2642	5305	5767
gene-b4461	ENA|U00096|U00096.3	2748774	2750060	+	1287	138	536	372	466	1033	371	1177	1296	1260	5505	7374	10013	3098	7669	6332
gene-b2614	ENA|U00096|U00096.3	2750115	2750708	-	594	358	892	775	2401	2904	1439	6089	4598	3193	12357	13134	20455	8686	17058	17658
gene-b2615	ENA|U00096|U00096.3	2750831	2751709	+	879	54	193	117	216	386	124	414	395	455	1896	2830	4465	1430	2885	2897
gene-b2616	ENA|U00096|U00096.3	2751795	2753456	+	1662	44	166	140	170	317	128	306	272	453	1420	1924	2816	1064	2051	2164
gene-b2617	ENA|U00096|U00096.3	2753605	2753946	+	342	182	721	491	844	1741	601	2154	2665	1573	6957	10929	17219	4646	13835	10870
gene-b2618	ENA|U00096|U00096.3	2754008	2754298	-	291	49	177	115	126	333	119	506	564	510	1188	1876	2564	830	2191	1930
gene-b2619	ENA|U00096|U00096.3	2754288	2754764	-	477	76	240	173	255	533	230	810	887	850	2042	2638	3845	1268	3818	2831
gene-b2620	ENA|U00096|U00096.3	2754896	2755378	+	483	156	500	285	722	1150	493	1829	1576	1184	4082	6415	8652	3295	7568	6246
gene-b2621	ENA|U00096|U00096.3	2755593	2755955	+	363	568501	1450761	1413566	1154584	1832347	881838	1208840	1271317	601117	1269111	1672271	2730630	704457	1922100	1485492
gene-b2622	ENA|U00096|U00096.3	2756159	2757400	+	1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2623	ENA|U00096|U00096.3	2757644	2758600	-	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2624	ENA|U00096|U00096.3	2758644	2758856	+	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2625	ENA|U00096|U00096.3	2758985	2760394	+	1410	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
gene-b2626	ENA|U00096|U00096.3	2760547	2761173	+	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2627	ENA|U00096|U00096.3	2761351	2763540	-	2190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2628	ENA|U00096|U00096.3	2763537	2765153	-	1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2629	ENA|U00096|U00096.3	2765513	2765776	-	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2630	ENA|U00096|U00096.3	2765918	2766991	+	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2631	ENA|U00096|U00096.3	2766984	2767355	+	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2632	ENA|U00096|U00096.3	2767710	2768573	+	864	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene-b2633	ENA|U00096|U00096.3	2768665	2769486	+	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2634	ENA|U00096|U00096.3	2769703	2770404	+	702	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene-b2635	ENA|U00096|U00096.3	2770445	2770681	+	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2636	ENA|U00096|U00096.3	2770681	2771124	+	444	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2637	ENA|U00096|U00096.3	2771148	2771615	+	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2638	ENA|U00096|U00096.3	2771840	2772154	-	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2642	ENA|U00096|U00096.3	2773318	2775021	+	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2643	ENA|U00096|U00096.3	2775919	2776377	+	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2644	ENA|U00096|U00096.3	2776386	2776868	+	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b4548	ENA|U00096|U00096.3	2776877	2777077	+	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2645	ENA|U00096|U00096.3	2777115	2777432	+	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2646	ENA|U00096|U00096.3	2777453	2777782	+	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2647	ENA|U00096|U00096.3	2778146	2782726	-	4581	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene-b2649	ENA|U00096|U00096.3	2783638	2784429	-	792	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gene-b2650	ENA|U00096|U00096.3	2784529	2785011	-	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2652	ENA|U00096|U00096.3	2785762	2785837	-	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-b2659	ENA|U00096|U00096.3	2788985	2789962	+	978	7	10	13	9	29	10	30	23	168	159	230	320	108	276	237
gene-b2660	ENA|U00096|U00096.3	2789982	2791250	+	1269	4	14	13	24	35	22	58	56	212	115	191	308	96	235	229
gene-b2661	ENA|U00096|U00096.3	2791273	2792721	+	1449	15	61	36	142	163	97	244	251	648	271	425	656	237	562	532
gene-b2662	ENA|U00096|U00096.3	2792735	2794015	+	1281	31	116	71	177	280	112	353	422	897	389	784	974	291	946	616
gene-b2663	ENA|U00096|U00096.3	2794253	2795653	+	1401	3	18	18	20	39	15	50	51	367	106	177	240	60	218	134
gene-b2664	ENA|U00096|U00096.3	2795674	2796336	+	663	11	23	25	35	67	28	64	91	422	287	439	670	154	462	442
gene-b2665	ENA|U00096|U00096.3	2796337	2796786	-	450	11	40	29	60	73	26	63	92	316	346	550	955	232	676	500
gene-b2666	ENA|U00096|U00096.3	2796870	2797028	-	159	4	8	6	40	44	14	44	54	157	80	104	173	50	141	84
gene-b2667	ENA|U00096|U00096.3	2797211	2797510	+	300	3	9	13	15	30	8	54	45	41	99	180	230	74	174	197
gene-b2668	ENA|U00096|U00096.3	2797520	2798044	+	525	16	51	23	95	153	67	230	221	324	311	571	680	264	596	491
gene-b2669	ENA|U00096|U00096.3	2798091	2798495	-	405	33	86	63	155	246	111	749	687	503	1161	1035	1768	509	1441	1292
gene-b2670	ENA|U00096|U00096.3	2799164	2799613	+	450	23	56	51	71	107	63	115	111	226	720	1000	1904	580	2265	1369
gene-b2671	ENA|U00096|U00096.3	2799650	2799994	-	345	0	6	2	7	15	6	22	24	157	61	72	93	33	95	65
gene-b2672	ENA|U00096|U00096.3	2800146	2800475	+	330	10	25	18	27	62	25	41	58	207	138	207	318	53	180	131
gene-b2673	ENA|U00096|U00096.3	2800723	2800968	+	246	0	1	1	1	3	1	1	3	34	3	2	4	5	4	22
gene-b2674	ENA|U00096|U00096.3	2800965	2801375	+	411	0	2	0	1	0	3	4	3	91	9	7	15	7	11	27
gene-b2675	ENA|U00096|U00096.3	2801348	2803492	+	2145	5	6	3	5	12	4	17	25	446	62	56	128	59	86	198
gene-b2676	ENA|U00096|U00096.3	2803502	2804461	+	960	6	12	5	17	40	8	29	28	297	133	194	354	78	168	259
gene-b2677	ENA|U00096|U00096.3	2804815	2806017	+	1203	70	153	102	315	401	182	1074	833	867	1592	1605	2015	830	1221	1762
gene-b2678	ENA|U00096|U00096.3	2806010	2807074	+	1065	40	96	73	207	240	102	701	498	823	795	762	1046	798	1196	1951
gene-b2679	ENA|U00096|U00096.3	2807132	2808124	+	993	81	138	119	378	495	215	901	670	647	1197	1249	2171	1114	2233	2314
gene-b2682	ENA|U00096|U00096.3	2809617	2810354	+	738	72	296	180	401	654	263	1073	976	892	3682	5180	6760	2698	4512	5626
gene-b2683	ENA|U00096|U00096.3	2810344	2810679	+	336	33	133	77	210	294	95	476	439	310	1447	2029	2329	939	1796	1893
gene-b2684	ENA|U00096|U00096.3	2810770	2811300	+	531	200	609	395	1058	1813	752	3797	3184	2035	5325	5933	7178	3436	6594	7039
gene-b2685	ENA|U00096|U00096.3	2811427	2812599	+	1173	130	349	242	541	753	300	1793	1450	1232	2488	2241	2950	1800	3012	3361
gene-b2686	ENA|U00096|U00096.3	2812616	2814154	+	1539	91	226	179	360	503	214	1035	708	995	1508	1289	1934	1254	2020	2430
gene-b2687	ENA|U00096|U00096.3	2814218	2814733	-	516	373	1110	847	1867	2857	1114	4352	3922	2507	12396	19194	24963	8723	20577	16699
gene-b4442	ENA|U00096|U00096.3	2814802	2814874	+	73	0	3	0	2	7	3	8	9	13	2	17	26	5	5	7
gene-b2688	ENA|U00096|U00096.3	2814883	2816439	-	1557	486	1473	991	2390	3840	1543	6923	6148	4525	14682	20203	25298	10030	24054	16781
gene-b2689	ENA|U00096|U00096.3	2816512	2816940	-	429	61	207	121	286	477	171	746	658	643	2295	3171	4461	1470	3459	2733
gene-b2690	ENA|U00096|U00096.3	2816937	2817503	-	567	70	241	142	256	535	200	814	868	886	2377	3555	4788	1565	3537	3168
gene-b2691	ENA|U00096|U00096.3	2817784	2817860	-	77	45	149	97	127	393	148	623	636	368	2774	4979	5176	1131	3675	2332
gene-b2692	ENA|U00096|U00096.3	2818059	2818135	-	77	51	186	95	171	428	159	709	728	345	3089	5220	6098	1183	4053	2515
gene-b2693	ENA|U00096|U00096.3	2818198	2818274	-	77	82	319	216	318	704	324	1074	1315	775	4773	8828	8229	1893	7030	3850
gene-b2694	ENA|U00096|U00096.3	2818473	2818549	-	77	242	595	425	734	1789	722	2553	3091	2026	7972	16393	18124	3164	13273	7581
gene-b2695	ENA|U00096|U00096.3	2818553	2818645	-	93	87	685	505	439	1103	255	2021	2459	446	4531	2437	8312	2024	5849	4427
gene-b2696	ENA|U00096|U00096.3	2818961	2819146	-	186	266	665	453	1050	1795	666	3034	2722	1568	7932	10531	16298	5398	13054	10960
gene-b2697	ENA|U00096|U00096.3	2819381	2822011	-	2631	2194	6251	4735	16192	24104	11013	43472	36336	22579	50613	63852	81221	37124	81933	73459
gene-b2698	ENA|U00096|U00096.3	2822139	2822639	-	501	9	33	19	34	61	19	102	71	152	177	255	323	118	239	255
gene-b2699	ENA|U00096|U00096.3	2822708	2823769	-	1062	662	2141	1421	2832	4272	1580	5231	5290	3658	15401	23051	32114	12005	30320	23576
gene-b2700	ENA|U00096|U00096.3	2823849	2824346	-	498	41	147	119	166	282	113	414	423	706	1249	1813	2191	863	2331	1763
gene-b2701	ENA|U00096|U00096.3	2824491	2825576	-	1086	39	126	87	143	261	107	331	339	749	1181	1299	1689	706	1931	1196
gene-b2702	ENA|U00096|U00096.3	2825832	2826395	+	564	0	2	1	2	3	0	5	4	152	15	17	34	7	26	19
gene-b2703	ENA|U00096|U00096.3	2826392	2827351	+	960	1	3	1	5	6	2	10	9	323	29	29	74	14	37	58
gene-b2704	ENA|U00096|U00096.3	2827362	2827733	+	372	0	5	2	3	6	4	13	7	63	23	32	60	21	46	44
gene-b2705	ENA|U00096|U00096.3	2827737	2828516	+	780	8	19	9	25	42	12	49	44	468	164	225	324	99	284	284
gene-b2706	ENA|U00096|U00096.3	2828621	2828980	+	360	1	7	1	7	14	4	12	8	128	51	86	105	36	82	78
gene-b2707	ENA|U00096|U00096.3	2829047	2829820	+	774	34	142	76	113	268	93	330	305	352	1565	2355	3423	1193	2973	2180
gene-b2708	ENA|U00096|U00096.3	2829813	2830778	+	966	83	419	243	377	664	277	964	1002	1046	3233	5090	6551	2092	5587	3864
gene-b2709	ENA|U00096|U00096.3	2830775	2832289	-	1515	7	26	24	32	58	15	66	79	1141	275	307	504	228	432	679
gene-b2710	ENA|U00096|U00096.3	2832476	2833915	+	1440	4	15	13	14	46	13	43	57	808	166	210	356	108	266	262
gene-b2711	ENA|U00096|U00096.3	2833912	2835045	+	1134	1	7	8	13	30	13	31	28	458	113	190	224	60	202	183
gene-b2712	ENA|U00096|U00096.3	2835173	2837425	-	2253	73	227	139	217	364	105	298	346	1674	2227	3213	4005	1527	4267	3479
gene-b2713	ENA|U00096|U00096.3	2837578	2838105	-	528	1	8	5	9	18	6	22	20	256	122	158	227	54	143	96
gene-b2714	ENA|U00096|U00096.3	2838254	2839264	-	1011	13	35	32	32	73	18	66	76	516	338	422	542	193	560	451
gene-b2715	ENA|U00096|U00096.3	2839524	2840981	+	1458	7	5	11	21	29	10	48	37	543	111	159	251	88	218	217
gene-b2716	ENA|U00096|U00096.3	2840990	2842414	+	1425	1	2	2	3	7	6	13	8	217	25	39	67	17	56	58
gene-b2717	ENA|U00096|U00096.3	2842573	2843043	-	471	12	33	16	40	85	36	81	118	209	252	529	761	174	523	469
gene-b2718	ENA|U00096|U00096.3	2843036	2843446	-	411	2	12	4	8	24	7	29	37	220	63	94	128	50	130	106
gene-b2719	ENA|U00096|U00096.3	2843443	2844210	-	768	5	17	17	16	29	7	46	43	225	94	124	182	81	185	165
gene-b2720	ENA|U00096|U00096.3	2844210	2844752	-	543	1	2	6	6	19	3	15	11	196	31	51	54	21	48	50
gene-b2721	ENA|U00096|U00096.3	2844762	2846471	-	1710	9	29	11	19	29	16	84	80	808	103	192	242	85	216	159
gene-b2722	ENA|U00096|U00096.3	2846489	2847412	-	924	1	7	5	6	14	3	15	20	455	29	45	54	14	57	38
